played_at,track_id,track_name,artist_id,artist_name,album_id,album_name,album_release_date,duration_ms,popularity,explicit,track_uri
2025-10-19T02:35:30.597Z,4fFiXfYW8JTyWwysayiNUf,Welcome to...,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,185133,39,False,spotify:track:4fFiXfYW8JTyWwysayiNUf
2025-10-19T02:32:24.981Z,3RBptDxpH6VntWaNISmPDi,The Air Up Here,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,284813,40,False,spotify:track:3RBptDxpH6VntWaNISmPDi
2025-10-19T02:27:40.201Z,0FYgbU053OIe4Mg6EtxSgp,Find Your Throne,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,206387,38,False,spotify:track:0FYgbU053OIe4Mg6EtxSgp
2025-10-19T02:24:13.954Z,3K9a6cp22vv8LLiS2IgjnN,Skeleton Key,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,182554,49,False,spotify:track:3K9a6cp22vv8LLiS2IgjnN
2025-10-19T02:21:11.812Z,6hd9PsMDYaBEkQOjq6F3XH,The Title Track,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,151196,53,False,spotify:track:6hd9PsMDYaBEkQOjq6F3XH
2025-10-19T02:18:40.240Z,4NGJPKIULc39WvgNwDjKQT,Escape Rope,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,136890,40,False,spotify:track:4NGJPKIULc39WvgNwDjKQT
2025-10-19T02:16:23.088Z,1OaxNRElmUYeg84ZqBGIr0,Say Less,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,145236,39,True,spotify:track:1OaxNRElmUYeg84ZqBGIr0
2025-10-19T02:13:57.978Z,4udlZkMAIyKsx4PZefD4Yb,Doctor Whomst,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,179277,46,False,spotify:track:4udlZkMAIyKsx4PZefD4Yb
2025-10-19T02:10:58.627Z,2iQ3T5KI7n6sMSNXRBkjSD,666 Flags,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,167450,43,True,spotify:track:2iQ3T5KI7n6sMSNXRBkjSD
2025-10-19T02:08:11.208Z,0ZwS03v4euiMztP9xDLgoO,24 Hr Drive-Thru,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,164032,49,False,spotify:track:0ZwS03v4euiMztP9xDLgoO
2025-10-19T02:05:27.252Z,4fFiXfYW8JTyWwysayiNUf,Welcome to...,0cmSXx965Hnm6fP42oW6vY,Origami Angel,4h2ME3sBJVi1X3KTwLJXnn,Somewhere City,2019-11-15,185133,39,False,spotify:track:4fFiXfYW8JTyWwysayiNUf
2025-10-18T18:19:06.578Z,78W4mTLIh4qoLu92W4IQhO,ライラック,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,40CHqDtwO8xlI3Ns7sZZel,ライラック,2024-04-11,288200,72,False,spotify:track:78W4mTLIh4qoLu92W4IQhO
2025-10-18T18:14:19.109Z,2gIyLzwAB0kagC7WwQaGWy,utatane,0ufoLkr55gheQNunOgkTae,Leina,7i4NY6tlCB2YvAJnmIyuod,tulip,2023-10-18,181022,46,False,spotify:track:2gIyLzwAB0kagC7WwQaGWy
2025-10-18T18:11:15.114Z,78W4mTLIh4qoLu92W4IQhO,ライラック,4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,40CHqDtwO8xlI3Ns7sZZel,ライラック,2024-04-11,288200,72,False,spotify:track:78W4mTLIh4qoLu92W4IQhO
