played_at,track_id,track_name,artist_id,artist_name,album_id,album_name,album_release_date,duration_ms,popularity,explicit,track_uri
2025-10-19T19:45:54.600Z,4jwZZX8J8eN3w0FOK4FCI3,It's Beginning to Look Like Christmas,21LGsW7bziR4Ledx7WZ1Wf,Johnny Mathis,51b0GIhPK2EekvzycY4YpP,Christmas Eve With Johnny Mathis,1986-09-23,134760,49,False,spotify:track:4jwZZX8J8eN3w0FOK4FCI3
2025-10-19T19:43:39.035Z,04Du5TkwT3to8Tjp1cDrO1,Love Again,4mbvd7ZJ2goftjy1L33LiB,John Park,5xv97ixnkOlPfPKpIoyBSO,Love Again,2022-12-08,179653,19,False,spotify:track:04Du5TkwT3to8Tjp1cDrO1
2025-10-19T19:40:38.685Z,3T9RPIPaDt9ZPqEN1x7iQG,Sleigh Ride/Santa Claus' Party,17rSwcIT9qu1OybU1lReJB,Ferrante & Teicher,4rM8IcvfAEgH5mrRFziq2C,Ultra-Lounge/Christmas Cocktails (Vol. 2),2000-10-24,265200,25,False,spotify:track:3T9RPIPaDt9ZPqEN1x7iQG
2025-10-19T19:36:13.558Z,4ukUoXLuFzMixyZyabSGc4,Sleigh Ride,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,2UhPCUgK2IGUrg7lIvMYfb,Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,175986,54,False,spotify:track:4ukUoXLuFzMixyZyabSGc4
2025-10-19T19:33:16.855Z,5q1gPn2U9I0ZArcxMfm1WR,Jingle Bells,2Ev0e8GUIX4u7d9etNLTXg,Jim Reeves,5g7L6lM62Vwt8SZrZTHj1d,Twelve Songs of Christmas,1963-11-01,108906,27,False,spotify:track:5q1gPn2U9I0ZArcxMfm1WR
2025-10-19T19:31:27.133Z,1FlxqJmoZWS2q1uRlyZVur,"Main Title ""Somewhere in My Memory"" (From ""Home Alone"" Soundtrack)",3dRfiJ2650SZu6GbydcHNb,John Williams,3rDo7fQDUwJ6qmxwP5yQsY,Home Alone (Original Motion Picture Soundtrack),1990,293533,53,False,spotify:track:1FlxqJmoZWS2q1uRlyZVur
2025-10-19T19:26:33.443Z,7xapw9Oy21WpfEcib2ErSA,Mistletoe,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,63MKT9hwmiMFFdFp5SdB1p,Under The Mistletoe (Deluxe Edition),2011-01-01,182946,69,False,spotify:track:7xapw9Oy21WpfEcib2ErSA
2025-10-19T19:23:29.850Z,1foCxQtxBweJtZmdxhEHVO,Santa Baby (with Henri René & His Orchestra),1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,6gOVmmV26wBBgxUtbF8YZd,Heavenly Eartha,2002,206066,58,False,spotify:track:1foCxQtxBweJtZmdxhEHVO
2025-10-19T19:20:03.042Z,0YWUHZPJVg4iujddsJDwhM,My Only Wish (This Year),26dSoYclwsYLMAKD3tpOr4,Britney Spears,3Hocp9QorapDRHSyZ1AOVL,My Only Wish (This Year),2000-11-14,255400,57,False,spotify:track:0YWUHZPJVg4iujddsJDwhM
2025-10-19T19:15:46.948Z,1f2lkuLldqRzvaFjJdjGXX,Santa Claus Is Comin' to Town,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,61ulfFSmmxMhc2wCdmdMkN,Merry Christmas,1994-10-28,204173,54,False,spotify:track:1f2lkuLldqRzvaFjJdjGXX
2025-10-19T19:12:22.402Z,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,61ulfFSmmxMhc2wCdmdMkN,Merry Christmas,1994-10-28,241106,77,False,spotify:track:0bYg9bo50gSsH3LtXe2SQn
2025-10-19T19:08:22.659Z,7uoFMmxln0GPXQ0AcCBXRq,Snowman,5WUlDfRSoLAfcVSX1WnrxN,Sia,2vcGYJcPfXUmCdcXXqqukg,Everyday Is Christmas (Deluxe Edition),2018-11-01,165900,77,False,spotify:track:7uoFMmxln0GPXQ0AcCBXRq
2025-10-19T19:05:35.500Z,2Z0htiPiNK8IiJDYTD51hr,Officially Christmas,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,1ntmy0iqSY14aEeNZ7kXXa,Officially Christmas,2021-11-09,178146,35,False,spotify:track:2Z0htiPiNK8IiJDYTD51hr
2025-10-19T19:02:35.815Z,2FRnf9qhLbvw8fu4IBXx78,Last Christmas,5lpH0xAS4fVfLkACg9DAuM,Wham!,6egzU9NKfora01qaNbvwfZ,LAST CHRISTMAS,1984-11-29,262960,76,False,spotify:track:2FRnf9qhLbvw8fu4IBXx78
2025-10-19T18:58:12.614Z,0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,27MNgBEnLCKoafz1g2Zu97,Santa Tell Me,2014-11-24,204093,72,False,spotify:track:0lizgQ7Qw35od7CYaoMBZb
2025-10-19T18:54:48.207Z,1OjmlSFuzYflWjSMTCyTJv,Like It's Christmas,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,2SOQX9qSOQhxc0PsI5LNnu,Like It's Christmas,2019-11-08,200880,56,False,spotify:track:1OjmlSFuzYflWjSMTCyTJv
2025-10-19T18:51:27.142Z,7MSYSOobsombc1mbDWFxtD,This Christmas,0HU0U9kdXEHZVxUNbuQe8S,Donny Hathaway,4yzozr59813IAXnxhWUl7i,Donny Hathaway,1971,231173,42,False,spotify:track:7MSYSOobsombc1mbDWFxtD
2025-10-19T18:47:42.365Z,1QLZKzC2pjP4ySf4ALrNhm,Christmas Without You,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,4vxk8Q78WLINHtJpDSuvq7,Christmas Without You,2020-10-15,169245,53,False,spotify:track:1QLZKzC2pjP4ySf4ALrNhm
2025-10-19T18:44:44.916Z,3dJ75W01AfDJ4C1EkpSwBE,Sleigh Ride,7jFUYMpMUBDL4JQtMZ5ilc,Sung Si Kyung,3RvuNWVPP5VF78Wnh8XpCx,Winter Wonderland,2014-12-09,157785,5,False,spotify:track:3dJ75W01AfDJ4C1EkpSwBE
2025-10-19T18:42:08.093Z,5LWxcEIN6iK6YEzFDSI5kt,Winter Wonderland,7jFUYMpMUBDL4JQtMZ5ilc,Sung Si Kyung,3RvuNWVPP5VF78Wnh8XpCx,Winter Wonderland,2014-12-09,160758,10,False,spotify:track:5LWxcEIN6iK6YEzFDSI5kt
2025-10-19T18:39:25.216Z,11Z7sdkpC5IaaydoIvDn74,"Caroling, Caroling",7v4imS0moSyGdXyLgVTIV7,Nat King Cole,6vBGI5522jvPi0ZZuGQNp4,The Christmas Song (Expanded Edition),1962,121986,50,False,spotify:track:11Z7sdkpC5IaaydoIvDn74
