played_at,track_id,track_name,artist_id,artist_name,album_id,album_name,album_release_date,duration_ms,popularity,explicit,track_uri
2025-10-30T02:47:54.717Z,4YhY2qHdBmSX33uj8ms0oq,O Tannenbaum,4ytkhMSAnrDP8XzRNlw9FS,Vince Guaraldi Trio,2XnNY3GEkbWHor5kyvXLu4,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],2012-01-01,309386,54,False,spotify:track:4YhY2qHdBmSX33uj8ms0oq
2025-10-30T02:42:44.396Z,0VTss6tghPNWlwASiokAvb,"The Christmas Song ""Chestnuts Roasting On An Open Fire""",2Ouy64LMwX0NN3yekUfTfo,New York Jazz Trio,3NCgWKDYVWQsk9ntW513dF,Christmas Songs & Classics,2015-11-01,135733,29,False,spotify:track:0VTss6tghPNWlwASiokAvb
2025-10-30T02:40:27.986Z,32d7oahaUVsJWaVFJkh5aT,Peppermint Patty,7gXUrN8vgmVhKVCkw9pavV,Vince Guaraldi,4B7NmmV0cLkoxnmyUElRuD,Vince Guaraldi and the Lost Cues From the Charlie Brown TV Specials,2006-01-01,96440,37,False,spotify:track:32d7oahaUVsJWaVFJkh5aT
2025-10-30T02:38:52.110Z,0YMHnD9nApifaojmhMydoj,I'll Be Home For Christmas,6zkX5fhrSD4tdVOmimR9wB,Oscar Peterson,4lkW34BvnZk0RBZLlvDddC,An Oscar Peterson Christmas,1995-09-01,169506,31,False,spotify:track:0YMHnD9nApifaojmhMydoj
2025-10-30T02:36:01.142Z,07ImyEKdguEZSPzd3AF1L4,Sleigh Ride,7AbWCUgC8aFlUYWSuiaQhK,The Eddie Higgins Trio,0t0LMIRhBLD6xWPc6MEKxX,Christmas Songs,2004-11-03,228226,10,False,spotify:track:07ImyEKdguEZSPzd3AF1L4
2025-10-30T02:32:12.349Z,4uw2qhrKn6mbboD13KP7C4,Let It Snow,7AbWCUgC8aFlUYWSuiaQhK,The Eddie Higgins Trio,0t0LMIRhBLD6xWPc6MEKxX,Christmas Songs,2004-11-03,221000,19,False,spotify:track:4uw2qhrKn6mbboD13KP7C4
2025-10-30T02:28:30.864Z,5YvajlpEQXNJmMUi8iV9Lr,White Christmas,7AbWCUgC8aFlUYWSuiaQhK,The Eddie Higgins Trio,0t0LMIRhBLD6xWPc6MEKxX,Christmas Songs,2004-11-03,283000,19,False,spotify:track:5YvajlpEQXNJmMUi8iV9Lr
2025-10-30T02:23:47.550Z,2YhRZ687SWWVigrs4TNqAn,Have Yourself A Merry Little Christmas,7AbWCUgC8aFlUYWSuiaQhK,The Eddie Higgins Trio,0t0LMIRhBLD6xWPc6MEKxX,Christmas Songs,2004-11-03,259000,16,False,spotify:track:2YhRZ687SWWVigrs4TNqAn
2025-10-30T02:19:28.226Z,2IHJbBiT7v4oR4WXt63yVZ,Go Tell It On The Mountain,7qYYtUCPSVXspwRs4wiQ9R,Eltingvilles,7IbDqi94MtPmiq4eLlZf6i,Go Tell It On The Mountain,2020-09-29,150550,38,False,spotify:track:2IHJbBiT7v4oR4WXt63yVZ
2025-10-30T02:16:56.726Z,7lniXNKQilhilPfXDGmVOW,Great Pumpkin Waltz,4ytkhMSAnrDP8XzRNlw9FS,Vince Guaraldi Trio,2XnNY3GEkbWHor5kyvXLu4,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],2012-01-01,149226,42,False,spotify:track:7lniXNKQilhilPfXDGmVOW
2025-10-30T02:14:29.547Z,1KYp6R9KfYSna86gFkIhq0,What Child Is This,4ytkhMSAnrDP8XzRNlw9FS,Vince Guaraldi Trio,2XnNY3GEkbWHor5kyvXLu4,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],2012-01-01,144933,47,False,spotify:track:1KYp6R9KfYSna86gFkIhq0
2025-10-30T02:12:02.315Z,4YhY2qHdBmSX33uj8ms0oq,O Tannenbaum,4ytkhMSAnrDP8XzRNlw9FS,Vince Guaraldi Trio,2XnNY3GEkbWHor5kyvXLu4,A Charlie Brown Christmas [2012 Remastered & Expanded Edition],2012-01-01,309386,54,False,spotify:track:4YhY2qHdBmSX33uj8ms0oq
2025-10-30T02:07:15.788Z,0VTss6tghPNWlwASiokAvb,"The Christmas Song ""Chestnuts Roasting On An Open Fire""",2Ouy64LMwX0NN3yekUfTfo,New York Jazz Trio,3NCgWKDYVWQsk9ntW513dF,Christmas Songs & Classics,2015-11-01,135733,29,False,spotify:track:0VTss6tghPNWlwASiokAvb
2025-10-30T02:05:07.053Z,32d7oahaUVsJWaVFJkh5aT,Peppermint Patty,7gXUrN8vgmVhKVCkw9pavV,Vince Guaraldi,4B7NmmV0cLkoxnmyUElRuD,Vince Guaraldi and the Lost Cues From the Charlie Brown TV Specials,2006-01-01,96440,37,False,spotify:track:32d7oahaUVsJWaVFJkh5aT
